Cre ID,Gene number
Cre04.g216300,4448
Cre04.g216350,4449
Cre04.g216500,4450
Cre04.g216550,4451
Cre04.g216600,4452
Cre04.g216650,4453
Cre04.g216700,4454
Cre04.g216737,4455
Cre04.g216774,4456
Cre04.g216811,4457
Cre04.g216826,4458
Cre04.g216840,4459
Cre04.g216850,4460
Cre04.g216875,4461
Cre04.g216902,4462
Cre04.g216950,4463
Cre04.g216976,4464
Cre04.g217000,4465
Cre04.g217050,4466
Cre04.g217100,4467
Cre04.g217150,4468
Cre04.g217200,4469
Cre04.g217220,4470
Cre04.g217240,4471
Cre04.g217300,4472
Cre04.g217350,4473
Cre04.g217400,4474
Cre04.g217450,4475
Cre04.g217500,4476
Cre04.g217550,4477
Cre04.g217650,4478
Cre04.g217700,4479
Cre04.g217750,4480
Cre04.g217800,4481
Cre04.g217850,4482
Cre04.g217900,4483
Cre04.g217903,4484
Cre04.g217904,4485
Cre04.g217905,4486
Cre04.g217906,4487
Cre04.g217907,4488
Cre04.g217908,4489
Cre04.g217909,4490
Cre04.g217910,4491
Cre04.g217911,4492
Cre04.g217912,4493
Cre04.g217913,4494
Cre04.g217914,4495
Cre04.g217915,4496
Cre04.g217916,4497
Cre04.g217917,4498
Cre04.g217918,4499
Cre04.g217919,4500
Cre04.g217920,4501
Cre04.g217921,4502
Cre04.g217922,4503
Cre04.g217923,4504
Cre04.g217924,4505
Cre04.g217925,4506
Cre04.g217926,4507
Cre04.g217927,4508
Cre04.g217928,4509
Cre04.g217929,4510
Cre04.g217930,4511
Cre04.g217931,4512
Cre04.g217932,4513
Cre04.g217933,4514
Cre04.g217934,4515
Cre04.g217935,4516
Cre04.g217936,4517
Cre04.g217937,4518
Cre04.g217938,4519
Cre04.g217939,4520
Cre04.g217940,4521
Cre04.g217941,4522
Cre04.g217942,4523
Cre04.g217943,4524
Cre04.g217944,4525
Cre04.g217945,4526
Cre04.g217946,4527
Cre04.g217947,4528
Cre04.g217948,4529
Cre04.g217949,4530
Cre04.g217950,4531
Cre04.g217951,4532
Cre04.g217952,4533
Cre04.g217953,4534
Cre04.g217954,4535
Cre04.g217955,4536
Cre04.g217956,4537
Cre04.g217957,4538
Cre04.g217958,4539
Cre04.g217959,4540
Cre04.g217960,4541
Cre04.g217961,4542
Cre04.g217962,4543
Cre04.g217963,4544
Cre04.g217964,4545
Cre04.g217965,4546
Cre04.g217966,4547
Cre04.g217967,4548
Cre04.g217968,4549
Cre04.g217969,4550
Cre04.g217970,4551
Cre04.g217971,4552
Cre04.g217972,4553
Cre04.g217973,4554
Cre04.g217974,4555
Cre04.g217975,4556
Cre04.g217976,4557
Cre04.g217977,4558
Cre04.g217978,4559
Cre04.g217979,4560
Cre04.g217980,4561
Cre04.g217981,4562
Cre04.g217982,4563
Cre04.g217983,4564
Cre04.g217984,4565
Cre04.g217985,4566
Cre04.g217986,4567
Cre04.g217987,4568
Cre04.g217988,4569
Cre04.g217989,4570
Cre04.g217990,4571
Cre04.g217991,4572
Cre04.g218000,4573
Cre04.g218050,4574
Cre04.g218100,4575
Cre04.g218150,4576
Cre04.g218200,4577
Cre04.g218250,4578
Cre04.g218300,4579
Cre04.g218350,4580
Cre04.g218400,4581
Cre04.g218450,4582
Cre04.g218500,4583
Cre04.g218526,4584
Cre04.g218550,4585
Cre04.g218600,4586
Cre04.g218650,4587
Cre04.g218700,4588
Cre04.g218750,4589
Cre04.g218800,4590
Cre04.g218850,4591
Cre04.g218900,4592
Cre04.g218950,4593
Cre04.g219000,4594
Cre04.g219050,4595
Cre04.g219100,4596
Cre04.g219150,4597
Cre04.g219200,4598
Cre04.g219250,4599
Cre04.g219300,4600
Cre04.g219350,4601
Cre04.g219400,4602
Cre04.g219450,4603
Cre04.g219500,4604
Cre04.g219550,4605
Cre04.g219576,4606
Cre04.g219600,4607
Cre04.g219650,4608
Cre04.g219700,4609
Cre04.g219725,4610
Cre04.g219750,4611
Cre04.g219787,4612
Cre04.g219796,4613
Cre04.g219800,4614
Cre04.g219851,4615
Cre04.g219900,4616
Cre04.g219925,4617
Cre04.g219950,4618
Cre04.g220000,4619
Cre04.g220050,4620
Cre04.g220076,4621
Cre04.g220100,4622
Cre04.g220150,4623
Cre04.g220200,4624
Cre04.g220250,4625
Cre04.g220300,4626
Cre04.g220350,4627
Cre04.g220387,4628
Cre04.g220424,4629
Cre04.g220461,4630
Cre04.g220500,4631
Cre04.g220550,4632
Cre04.g220576,4633
Cre04.g220600,4634
Cre04.g220633,4635
Cre04.g220700,4636
Cre04.g220750,4637
Cre04.g220768,4638
Cre04.g220787,4639
Cre04.g220800,4640
Cre04.g220825,4641
Cre04.g220850,4642
Cre04.g220900,4643
Cre04.g220950,4644
Cre04.g221000,4645
Cre04.g221050,4646
Cre04.g221100,4647
Cre04.g221150,4648
Cre04.g221200,4649
Cre04.g221250,4650
Cre04.g221301,4651
Cre04.g221350,4652
Cre04.g221400,4653
Cre04.g221450,4654
Cre04.g221500,4655
Cre04.g221550,4656
Cre04.g221600,4657
Cre04.g221650,4658
Cre04.g221700,4659
Cre04.g221750,4660
Cre04.g221770,4661
Cre04.g221800,4662
Cre04.g221850,4663
Cre04.g221900,4664
Cre04.g221950,4665
Cre04.g222000,4666
Cre04.g222050,4667
Cre04.g222100,4668
Cre04.g222150,4669
Cre04.g222200,4670
Cre04.g222250,4671
Cre04.g222300,4672
Cre04.g222350,4673
Cre04.g222402,4674
Cre04.g222450,4675
Cre04.g222500,4676
Cre04.g222550,4677
Cre04.g222600,4678
Cre04.g222650,4679
Cre04.g222700,4680
Cre04.g222750,4681
Cre04.g222800,4682
Cre04.g222850,4683
Cre04.g222950,4684
Cre04.g223000,4685
Cre04.g223050,4686
Cre04.g223100,4687
Cre04.g223150,4688
Cre04.g223200,4689
Cre04.g223225,4690
Cre04.g223250,4691
Cre04.g223300,4692
Cre04.g223350,4693
Cre04.g223375,4694
Cre04.g223400,4695
Cre04.g223450,4696
Cre04.g223500,4697
Cre04.g223540,4698
Cre04.g223550,4699
Cre04.g223600,4700
Cre04.g223650,4701
Cre04.g223700,4702
Cre04.g223750,4703
Cre04.g223800,4704
Cre04.g223850,4705
Cre04.g223876,4706
Cre04.g223900,4707
Cre04.g224002,4708
Cre04.g224100,4709
Cre04.g224150,4710
Cre04.g224200,4711
Cre04.g224250,4712
Cre04.g224300,4713
Cre04.g224350,4714
Cre04.g224400,4715
Cre04.g224450,4716
Cre04.g224500,4717
Cre04.g224550,4718
Cre04.g224600,4719
Cre04.g224650,4720
Cre04.g224667,4721
Cre04.g224700,4722
Cre04.g224750,4723
Cre04.g224800,4724
Cre04.g224826,4725
Cre04.g224850,4726
Cre04.g224867,4727
Cre04.g224883,4728
Cre04.g224899,4729
Cre04.g224915,4730
Cre04.g224931,4731
Cre04.g224947,4732
Cre04.g225000,4733
Cre04.g225050,4734
Cre04.g225100,4735
Cre04.g225150,4736
Cre04.g225176,4737
Cre04.g225200,4738
Cre04.g225250,4739
Cre04.g225301,4740
Cre04.g225350,4741
Cre04.g225400,4742
Cre04.g225450,4743
Cre04.g225500,4744
Cre04.g225600,4745
Cre04.g225650,4746
Cre04.g225700,4747
Cre04.g225750,4748
Cre04.g225776,4749
Cre04.g225800,4750
Cre04.g225850,4751
Cre04.g225900,4752
Cre04.g225950,4753
Cre04.g226001,4754
Cre04.g226050,4755
Cre04.g226100,4756
Cre04.g226114,4757
Cre04.g226126,4758
Cre04.g226138,4759
Cre04.g226150,4760
Cre04.g226176,4761
Cre04.g226200,4762
Cre04.g226226,4763
Cre04.g226250,4764
Cre04.g226301,4765
Cre04.g226350,4766
Cre04.g226400,4767
Cre04.g226450,4768
Cre04.g226500,4769
Cre04.g226550,4770
Cre04.g226600,4771
Cre04.g226650,4772
Cre04.g226700,4773
Cre04.g226750,4774
Cre04.g226800,4775
Cre04.g226811,4776
Cre04.g226850,4777
Cre04.g226900,4778
Cre04.g226926,4779
Cre04.g226950,4780
Cre04.g227000,4781
Cre04.g227050,4782
Cre04.g227200,4783
Cre04.g227251,4784
Cre04.g227301,4785
Cre04.g227350,4786
Cre04.g227400,4787
Cre04.g227450,4788
Cre04.g227500,4789
Cre04.g227526,4790
Cre04.g227550,4791
Cre04.g227568,4792
Cre04.g227600,4793
Cre04.g227650,4794
Cre04.g227700,4795
Cre04.g227750,4796
Cre04.g227800,4797
Cre04.g227850,4798
Cre04.g227900,4799
Cre04.g227950,4800
Cre04.g228000,4801
Cre04.g228050,4802
Cre04.g228100,4803
Cre04.g228150,4804
Cre04.g228208,4805
Cre04.g228250,4806
Cre04.g228300,4807
Cre04.g228350,4808
Cre04.g228400,4809
Cre04.g228450,4810
Cre04.g228500,4811
Cre04.g228550,4812
Cre04.g228600,4813
Cre04.g228625,4814
Cre04.g228650,4815
Cre04.g228675,4816
Cre04.g228700,4817
Cre04.g228750,4818
Cre04.g228800,4819
Cre04.g228850,4820
Cre04.g228900,4821
Cre04.g228925,4822
Cre04.g228950,4823
Cre04.g229000,4824
Cre04.g229026,4825
Cre04.g229050,4826
Cre04.g229100,4827
Cre04.g229163,4828
Cre04.g229226,4829
Cre04.g229250,4830
Cre04.g229300,4831
Cre04.g229350,4832
Cre04.g229374,4833
Cre04.g229398,4834
Cre04.g229422,4835
Cre04.g229450,4836
Cre04.g229472,4837
Cre04.g229494,4838
Cre04.g229518,4839
Cre04.g229536,4840
Cre04.g229550,4841
Cre04.g229650,4842
Cre04.g229700,4843
Cre04.g229750,4844
Cre04.g229776,4845
Cre04.g229800,4846
Cre04.g229850,4847
Cre04.g229948,4848
Cre04.g230046,4849
Cre04.g230144,4850
Cre04.g230242,4851
Cre04.g230340,4852
Cre04.g230438,4853
Cre04.g230536,4854
Cre04.g230634,4855
Cre04.g230732,4856
Cre04.g230830,4857
Cre04.g230928,4858
Cre04.g231026,4859
Cre04.g231124,4860
Cre04.g231222,4861
Cre04.g231320,4862
Cre04.g231418,4863
Cre04.g231516,4864
Cre04.g231614,4865
Cre04.g231712,4866
Cre04.g231810,4867
Cre04.g231908,4868
Cre04.g232006,4869
Cre04.g232104,4870
Cre04.g232202,4871
Cre04.g232303,4872
Cre04.g232402,4873
Cre04.g232502,4874
Cre04.g232602,4875
Cre04.g232702,4876
Cre04.g232802,4877
Cre04.g232902,4878
Cre04.g233003,4879
Cre04.g233102,4880
Cre04.g233202,4881
Cre04.g233302,4882
Cre05.g230600,4883
Cre05.g230650,4884
Cre05.g230700,4885
Cre05.g230800,4886
Cre05.g230803,4887
Cre05.g230804,4888
Cre05.g230850,4889
Cre05.g230900,4890
Cre05.g230950,4891
Cre05.g230971,4892
Cre05.g231000,4893
Cre05.g231002,4894
Cre05.g231050,4895
Cre05.g231100,4896
Cre05.g232000,4897
Cre05.g232002,4898
Cre05.g232004,4899
Cre05.g232050,4900
Cre05.g232100,4901
Cre05.g232150,4902
Cre05.g232200,4903
Cre05.g232300,4904
Cre05.g232304,4905
Cre05.g232305,4906
Cre05.g232350,4907
Cre05.g232400,4908
Cre05.g232450,4909
Cre05.g232454,4910
Cre05.g232455,4911
Cre05.g232456,4912
Cre05.g232500,4913
Cre05.g232550,4914
Cre05.g232600,4915
Cre05.g232750,4916
Cre05.g232751,4917
Cre05.g232752,4918
Cre05.g232800,4919
Cre05.g232850,4920
Cre05.g232900,4921
Cre05.g232950,4922
Cre05.g233050,4923
Cre05.g233051,4924
Cre05.g233052,4925
Cre05.g233100,4926
Cre05.g233300,4927
Cre05.g233303,4928
Cre05.g233304,4929
Cre05.g233305,4930
Cre05.g233350,4931
Cre05.g233400,4932
Cre05.g233402,4933
Cre05.g233450,4934
Cre05.g233502,4935
Cre05.g233550,4936
Cre05.g233551,4937
Cre05.g233600,4938
Cre05.g233602,4939
Cre05.g233650,4940
Cre05.g233702,4941
Cre05.g233750,4942
Cre05.g233751,4943
Cre05.g233800,4944
Cre05.g233802,4945
Cre05.g233850,4946
Cre05.g233900,4947
Cre05.g233902,4948
Cre05.g233950,4949
Cre05.g234000,4950
Cre05.g234050,4951
Cre05.g234100,4952
Cre05.g234150,4953
Cre05.g234200,4954
Cre05.g234250,4955
Cre05.g234300,4956
Cre05.g234350,4957
Cre05.g234400,4958
Cre05.g234500,4959
Cre05.g234550,4960
Cre05.g234576,4961
Cre05.g234600,4962
Cre05.g234636,4963
Cre05.g234637,4964
Cre05.g234638,4965
Cre05.g234639,4966
Cre05.g234640,4967
Cre05.g234641,4968
Cre05.g234642,4969
Cre05.g234643,4970
Cre05.g234644,4971
Cre05.g234645,4972
Cre05.g234646,4973
Cre05.g234647,4974
Cre05.g234648,4975
Cre05.g234649,4976
Cre05.g234650,4977
Cre05.g234651,4978
Cre05.g234652,4979
Cre05.g234653,4980
Cre05.g234654,4981
Cre05.g234655,4982
Cre05.g234656,4983
Cre05.g234657,4984
Cre05.g234658,4985
Cre05.g234659,4986
Cre05.g234660,4987
Cre05.g234661,4988
Cre05.g234662,4989
Cre05.g234663,4990
Cre05.g234664,4991
Cre05.g234665,4992
Cre05.g234666,4993
Cre05.g234667,4994
Cre05.g234700,4995
Cre05.g234750,4996
Cre05.g234801,4997
Cre05.g234850,4998
Cre05.g234892,4999
Cre05.g234934,5000
Cre05.g234976,5001
Cre05.g235018,5002
Cre05.g235060,5003
Cre05.g235102,5004
Cre05.g235144,5005
Cre05.g235186,5006
Cre05.g235228,5007
Cre05.g235355,5008
Cre05.g235400,5009
Cre05.g235450,5010
Cre05.g235500,5011
Cre05.g235550,5012
Cre05.g235600,5013
Cre05.g235650,5014
Cre05.g235700,5015
Cre05.g235750,5016
Cre05.g235800,5017
Cre05.g235850,5018
Cre05.g235900,5019
Cre05.g235950,5020
Cre05.g236000,5021
Cre05.g236039,5022
Cre05.g236050,5023
Cre05.g236100,5024
Cre05.g236150,5025
Cre05.g236183,5026
Cre05.g236216,5027
Cre05.g236250,5028
Cre05.g236300,5029
Cre05.g236350,5030
Cre05.g236375,5031
Cre05.g236400,5032
Cre05.g236450,5033
Cre05.g236500,5034
Cre05.g236501,5035
Cre05.g236525,5036
Cre05.g236550,5037
Cre05.g236600,5038
Cre05.g236626,5039
Cre05.g236650,5040
Cre05.g236700,5041
Cre05.g236750,5042
Cre05.g236802,5043
Cre05.g236850,5044
Cre05.g236878,5045
Cre05.g236907,5046
Cre05.g236926,5047
Cre05.g236950,5048
Cre05.g237000,5049
Cre05.g237050,5050
Cre05.g237100,5051
Cre05.g237150,5052
Cre05.g237200,5053
Cre05.g237250,5054
Cre05.g237283,5055
Cre05.g237350,5056
Cre05.g237400,5057
Cre05.g237450,5058
Cre05.g237500,5059
Cre05.g237526,5060
Cre05.g237550,5061
Cre05.g237600,5062
Cre05.g237650,5063
Cre05.g237700,5064
Cre05.g237750,5065
Cre05.g237800,5066
Cre05.g237850,5067
Cre05.g237870,5068
Cre05.g237890,5069
Cre05.g237910,5070
Cre05.g237930,5071
Cre05.g237950,5072
Cre05.g238000,5073
Cre05.g238052,5074
Cre05.g238100,5075
Cre05.g238140,5076
Cre05.g238150,5077
Cre05.g238200,5078
Cre05.g238250,5079
Cre05.g238260,5080
Cre05.g238270,5081
Cre05.g238280,5082
Cre05.g238290,5083
Cre05.g238301,5084
Cre05.g238311,5085
Cre05.g238322,5086
Cre05.g238332,5087
Cre05.g238343,5088
Cre05.g238353,5089
Cre05.g238364,5090
Cre05.g238374,5091
Cre05.g238400,5092
Cre05.g238450,5093
Cre05.g238500,5094
Cre05.g238550,5095
Cre05.g238600,5096
Cre05.g238650,5097
Cre05.g238687,5098
Cre05.g238724,5099
Cre05.g238761,5100
Cre05.g238800,5101
Cre05.g238850,5102
Cre05.g238900,5103
Cre05.g238935,5104
Cre05.g238950,5105
Cre05.g239000,5106
Cre05.g239050,5107
Cre05.g239067,5108
Cre05.g239083,5109
Cre05.g239100,5110
Cre05.g239151,5111
Cre05.g239200,5112
Cre05.g239250,5113
Cre05.g239300,5114
Cre05.g239350,5115
Cre05.g239400,5116
Cre05.g239450,5117
Cre05.g239500,5118
Cre05.g239550,5119
Cre05.g239600,5120
Cre05.g239650,5121
Cre05.g239652,5122
Cre05.g239700,5123
Cre05.g239750,5124
Cre05.g239800,5125
Cre05.g239850,5126
Cre05.g239900,5127
Cre05.g239950,5128
Cre05.g239978,5129
Cre05.g240000,5130
Cre05.g240050,5131
Cre05.g240100,5132
Cre05.g240150,5133
Cre05.g240200,5134
Cre05.g240225,5135
Cre05.g240251,5136
Cre05.g240300,5137
Cre05.g240350,5138
Cre05.g240400,5139
Cre05.g240450,5140
Cre05.g240500,5141
Cre05.g240533,5142
Cre05.g240550,5143
Cre05.g240600,5144
Cre05.g240650,5145
Cre05.g240700,5146
Cre05.g240750,5147
Cre05.g240800,5148
Cre05.g240850,5149
Cre05.g240900,5150
Cre05.g240950,5151
Cre05.g241000,5152
Cre05.g241050,5153
Cre05.g241100,5154
Cre05.g241150,5155
Cre05.g241202,5156
Cre05.g241250,5157
Cre05.g241300,5158
Cre05.g241350,5159
Cre05.g241400,5160
Cre05.g241450,5161
Cre05.g241500,5162
Cre05.g241550,5163
Cre05.g241600,5164
Cre05.g241629,5165
Cre05.g241630,5166
Cre05.g241631,5167
Cre05.g241632,5168
Cre05.g241633,5169
Cre05.g241634,5170
Cre05.g241635,5171
Cre05.g241636,5172
Cre05.g241637,5173
Cre05.g241638,5174
Cre05.g241639,5175
Cre05.g241640,5176
Cre05.g241641,5177
Cre05.g241642,5178
Cre05.g241643,5179
Cre05.g241644,5180
Cre05.g241645,5181
Cre05.g241646,5182
Cre05.g241647,5183
Cre05.g241648,5184
Cre05.g241649,5185
Cre05.g241650,5186
Cre05.g241651,5187
Cre05.g241652,5188
Cre05.g241653,5189
Cre05.g241654,5190
Cre05.g241655,5191
Cre05.g241750,5192
Cre05.g241751,5193
Cre05.g241850,5194
Cre05.g241851,5195
Cre05.g241900,5196
Cre05.g241950,5197
Cre05.g242000,5198
Cre05.g242050,5199
Cre05.g242100,5200
Cre05.g242178,5201
Cre05.g242179,5202
Cre05.g242180,5203
Cre05.g242200,5204
Cre05.g242300,5205
Cre05.g242301,5206
Cre05.g242350,5207
Cre05.g242400,5208
Cre05.g242500,5209
Cre05.g242501,5210
Cre05.g242502,5211
Cre05.g242550,5212
Cre05.g242600,5213
Cre05.g242602,5214
Cre05.g242650,5215
Cre05.g242700,5216
Cre05.g242750,5217
Cre05.g242850,5218
Cre05.g242856,5219
Cre05.g242857,5220
Cre05.g242858,5221
Cre05.g242859,5222
Cre05.g242860,5223
Cre05.g242900,5224
Cre05.g242950,5225
Cre05.g243000,5226
Cre05.g243050,5227
Cre05.g243150,5228
Cre05.g243151,5229
Cre05.g243351,5230
Cre05.g243352,5231
Cre05.g243353,5232
Cre05.g243354,5233
Cre05.g243358,5234
Cre05.g243450,5235
Cre05.g243451,5236
Cre05.g243452,5237
Cre05.g243453,5238
Cre05.g243454,5239
Cre05.g243455,5240
Cre05.g243472,5241
Cre05.g243550,5242
Cre05.g243600,5243
Cre05.g243601,5244
Cre05.g243602,5245
Cre05.g243650,5246
Cre05.g243700,5247
Cre05.g243800,5248
Cre05.g243801,5249
Cre05.g243802,5250
Cre05.g243803,5251
Cre05.g243850,5252
Cre05.g243900,5253
Cre05.g243950,5254
Cre05.g244000,5255
Cre05.g244050,5256
Cre05.g244052,5257
Cre05.g244100,5258
Cre05.g244150,5259
Cre05.g244200,5260
Cre05.g244236,5261
Cre05.g244250,5262
Cre05.g244300,5263
Cre05.g244350,5264
Cre05.g244400,5265
Cre05.g244450,5266
Cre05.g244500,5267
Cre05.g244550,5268
Cre05.g244650,5269
Cre05.g244700,5270
Cre05.g244701,5271
Cre05.g244750,5272
Cre05.g244800,5273
Cre05.g244850,5274
Cre05.g244900,5275
Cre05.g244901,5276
Cre05.g244950,5277
Cre05.g245100,5278
Cre05.g245101,5279
Cre05.g245102,5280
Cre05.g245150,5281
Cre05.g245158,5282
Cre05.g245350,5283
Cre05.g245351,5284
Cre05.g245352,5285
Cre05.g245450,5286
Cre05.g245451,5287
Cre05.g245500,5288
Cre05.g245550,5289
Cre05.g245700,5290
Cre05.g245701,5291
Cre05.g245800,5292
Cre05.g245900,5293
Cre05.g245901,5294
Cre05.g245950,5295
Cre05.g246000,5296
Cre05.g246050,5297
Cre05.g246100,5298
Cre05.g246150,5299
Cre05.g246200,5300
Cre05.g246250,5301
Cre05.g246300,5302
Cre05.g246376,5303
Cre05.g246377,5304
Cre05.g246400,5305
Cre05.g246550,5306
Cre05.g246551,5307
Cre05.g246552,5308
Cre05.g246553,5309
Cre05.g246600,5310
Cre05.g246650,5311
Cre05.g246750,5312
Cre05.g246752,5313
Cre05.g246753,5314
Cre05.g246800,5315
Cre05.g246850,5316
Cre05.g246900,5317
Cre05.g246950,5318
Cre05.g247000,5319
Cre05.g247050,5320
Cre05.g247100,5321
Cre05.g247150,5322
Cre05.g247200,5323
Cre05.g247250,5324
Cre05.g247300,5325
Cre05.g247350,5326
Cre05.g247400,5327
Cre05.g247450,5328
Cre05.g247500,5329
Cre05.g247550,5330
Cre05.g247600,5331
Cre05.g247650,5332
Cre05.g247700,5333
Cre05.g247850,5334
Cre05.g247851,5335
Cre05.g247900,5336
Cre05.g247950,5337
Cre05.g248000,5338
Cre05.g248050,5339
Cre05.g248100,5340
Cre05.g248150,5341
Cre05.g248200,5342
Cre05.g248250,5343
Cre05.g248300,5344
Cre05.g248400,5345
Cre05.g248401,5346
Cre05.g248450,5347
Cre05.g248500,5348
Cre05.g248550,5349
Cre05.g248600,5350
Cre05.g248650,5351
Cre05.g248700,5352
Cre06.g246958,5353
Cre06.g248750,5354
Cre06.g248800,5355
Cre06.g248850,5356
Cre06.g248900,5357
Cre06.g248950,5358
Cre06.g249050,5359
Cre06.g249101,5360
Cre06.g249150,5361
Cre06.g249200,5362
Cre06.g249250,5363
Cre06.g249300,5364
Cre06.g249350,5365
Cre06.g249400,5366
Cre06.g249450,5367
Cre06.g249500,5368
Cre06.g249550,5369
Cre06.g249555,5370
Cre06.g249600,5371
Cre06.g249650,5372
Cre06.g249700,5373
Cre06.g249750,5374
Cre06.g249800,5375
Cre06.g249850,5376
Cre06.g249900,5377
Cre06.g249950,5378
Cre06.g250000,5379
Cre06.g250050,5380
Cre06.g250100,5381
Cre06.g250150,5382
Cre06.g250200,5383
Cre06.g250250,5384
Cre06.g250276,5385
Cre06.g250300,5386
Cre06.g250350,5387
Cre06.g250400,5388
Cre06.g250450,5389
Cre06.g250500,5390
Cre06.g250550,5391
Cre06.g250567,5392
Cre06.g250600,5393
Cre06.g250650,5394
Cre06.g250700,5395
Cre06.g250750,5396
Cre06.g250800,5397
Cre06.g250850,5398
Cre06.g250902,5399
Cre06.g250950,5400
Cre06.g250976,5401
Cre06.g251000,5402
Cre06.g251050,5403
Cre06.g251100,5404
Cre06.g251150,5405
Cre06.g251200,5406
Cre06.g251250,5407
Cre06.g251300,5408
Cre06.g251350,5409
Cre06.g251400,5410
Cre06.g251450,5411
Cre06.g251500,5412
Cre06.g251550,5413
Cre06.g251600,5414
Cre06.g251650,5415
Cre06.g251683,5416
Cre06.g251716,5417
Cre06.g251750,5418
Cre06.g251800,5419
Cre06.g251850,5420
Cre06.g251900,5421
Cre06.g251951,5422
Cre06.g252000,5423
Cre06.g252050,5424
Cre06.g252100,5425
Cre06.g252150,5426
Cre06.g252200,5427
Cre06.g252250,5428
Cre06.g252300,5429
Cre06.g252350,5430
Cre06.g252401,5431
Cre06.g252450,5432
Cre06.g252550,5433
Cre06.g252576,5434
Cre06.g252600,5435
Cre06.g252650,5436
Cre06.g252700,5437
Cre06.g252743,5438
Cre06.g252750,5439
Cre06.g252800,5440
Cre06.g252850,5441
Cre06.g252871,5442
Cre06.g252892,5443
Cre06.g252913,5444
Cre06.g253000,5445
Cre06.g253051,5446
Cre06.g253102,5447
Cre06.g253150,5448
Cre06.g253200,5449
Cre06.g253250,5450
Cre06.g253300,5451
Cre06.g253350,5452
Cre06.g253404,5453
Cre06.g253459,5454
Cre06.g253550,5455
Cre06.g253566,5456
Cre06.g253569,5457
Cre06.g253582,5458
Cre06.g253600,5459
Cre06.g253679,5460
Cre06.g253750,5461
Cre06.g253753,5462
Cre06.g253754,5463
Cre06.g253755,5464
Cre06.g253756,5465
Cre06.g253757,5466
Cre06.g253758,5467
Cre06.g253759,5468
Cre06.g253789,5469
Cre06.g253800,5470
Cre06.g253850,5471
Cre06.g253851,5472
Cre06.g253852,5473
Cre06.g253853,5474
Cre06.g253900,5475
Cre06.g253901,5476
Cre06.g253902,5477
Cre06.g253903,5478
Cre06.g253975,5479
Cre06.g254002,5480
Cre06.g254027,5481
Cre06.g254052,5482
Cre06.g254077,5483
Cre06.g254100,5484
Cre06.g254150,5485
Cre06.g254175,5486
Cre06.g254200,5487
Cre06.g254213,5488
Cre06.g254224,5489
Cre06.g254232,5490
Cre06.g254240,5491
Cre06.g254250,5492
Cre06.g254275,5493
Cre06.g254300,5494
Cre06.g254350,5495
Cre06.g254400,5496
Cre06.g254450,5497
Cre06.g254500,5498
Cre06.g254550,5499
Cre06.g254600,5500
Cre06.g254650,5501
Cre06.g254700,5502
Cre06.g254800,5503
Cre06.g254850,5504
Cre06.g254917,5505
Cre06.g255050,5506
Cre06.g255100,5507
Cre06.g255150,5508
Cre06.g255200,5509
Cre06.g255250,5510
Cre06.g255300,5511
Cre06.g255350,5512
Cre06.g255400,5513
Cre06.g255450,5514
Cre06.g255500,5515
Cre06.g255550,5516
Cre06.g255600,5517
Cre06.g255626,5518
Cre06.g255650,5519
Cre06.g255700,5520
Cre06.g255750,5521
Cre06.g255800,5522
Cre06.g255850,5523
Cre06.g255900,5524
Cre06.g255950,5525
Cre06.g256000,5526
Cre06.g256050,5527
Cre06.g256100,5528
Cre06.g256150,5529
Cre06.g256200,5530
Cre06.g256250,5531
Cre06.g256300,5532
Cre06.g256350,5533
Cre06.g256400,5534
Cre06.g256420,5535
Cre06.g256450,5536
Cre06.g256500,5537
Cre06.g256526,5538
Cre06.g256550,5539
Cre06.g256600,5540
Cre06.g256650,5541
Cre06.g256700,5542
Cre06.g256750,5543
Cre06.g256800,5544
Cre06.g256850,5545
Cre06.g256900,5546
Cre06.g256950,5547
Cre06.g257000,5548
Cre06.g257050,5549
Cre06.g257100,5550
Cre06.g257150,5551
Cre06.g257167,5552
Cre06.g257183,5553
Cre06.g257200,5554
Cre06.g257250,5555
Cre06.g257300,5556
Cre06.g257351,5557
Cre06.g257400,5558
Cre06.g257450,5559
Cre06.g257476,5560
Cre06.g257500,5561
Cre06.g257550,5562
Cre06.g257600,5563
Cre06.g257601,5564
Cre06.g257650,5565
Cre06.g257700,5566
Cre06.g257750,5567
Cre06.g257800,5568
Cre06.g257850,5569
Cre06.g257900,5570
Cre06.g257950,5571
Cre06.g258000,5572
Cre06.g258051,5573
Cre06.g258100,5574
Cre06.g258150,5575
Cre06.g258200,5576
Cre06.g258226,5577
Cre06.g258250,5578
Cre06.g258300,5579
Cre06.g258350,5580
Cre06.g258363,5581
Cre06.g258400,5582
Cre06.g258450,5583
Cre06.g258500,5584
Cre06.g258550,5585
Cre06.g258566,5586
Cre06.g258583,5587
Cre06.g258600,5588
Cre06.g258650,5589
Cre06.g258700,5590
Cre06.g258733,5591
Cre06.g258800,5592
Cre06.g258850,5593
Cre06.g258900,5594
Cre06.g258950,5595
Cre06.g259000,5596
Cre06.g259050,5597
Cre06.g259100,5598
Cre06.g259150,5599
Cre06.g259200,5600
Cre06.g259250,5601
Cre06.g259300,5602
Cre06.g259350,5603
Cre06.g259401,5604
Cre06.g259450,5605
Cre06.g259476,5606
Cre06.g259500,5607
Cre06.g259550,5608
Cre06.g259600,5609
Cre06.g259650,5610
Cre06.g259700,5611
Cre06.g259750,5612
