,Genes,dark11,dark11.1,dark11.2,dark9,dark9.1,dark9.2,dark7,dark7.1,dark7.2,dark5,dark5.1,dark5.2,dark3,dark3.1,dark3.2,dark1,dark1.1,dark1.2,dark0.5,dark0.5.1,dark0.5.2,X0,X0.1,X0.2,light0.5,light0.5.1,light0.5.2,light1,light1.1,light1.2,light3,light3.1,light3.2,light5,light5.1,light5.2,light7,light7.1,light7.2,light9,light9.1,light9.2,light11,light11.1,light11.2,light13,light13.1,light13.2
83,Cre08.g373450,49.89213357,199.4852264,58.7633939,53.85986195,42.96882571,33.23318311,49.64567068,75.93182903,52.33573036,100.4334868,141.0003643,99.01482281,231.624211,249.3340689,165.3853785,325.4781609,382.3120243,285.1921107,297.9151512,413.6351469,319.7914806,319.7719923,417.2221015,296.6122901,158.4401096,257.4687008,113.7158197,47.25603173,77.22287284,42.75217313,173.5788574,277.6335434,127.1112728,657.3065702,486.7433733,302.6107153,759.8040937,576.8279199,378.2463313,393.1007662,450.4777467,327.0725773,174.3537163,349.6810132,196.6511177,95.66613009,53.71561225,102.8820726
84,Cre08.g378750,161.1074523,118.584942,100.7746007,168.3196557,162.0967303,148.1806471,127.0565753,144.7105409,149.5831109,127.5855888,146.5897707,121.8287428,118.9988102,136.7672806,101.7110444,104.2159959,91.88531897,126.3919682,90.90461526,103.4109771,98.04617803,78.46478981,84.02765824,109.9728495,124.7273391,67.5819137,67.38109649,209.0545787,191.6910975,235.104427,252.9568469,192.0954474,199.4813331,149.9545027,166.342316,132.7474703,143.0498902,109.4744457,92.0962973,116.9015651,104.3534834,90.43180225,144.4194493,122.0661935,86.94431561,93.70120885,140.1987537,106.6917473
85,Cre09.g386200,496.5865057,352.5460311,334.1891575,472.012153,576.8861767,430.7080418,421.8637712,516.074426,412.8679308,403.5221747,509.9769574,346.3194764,352.077382,427.1894921,318.0140916,341.7035806,304.706612,315.5174685,293.2173024,334.2922493,308.2493957,289.1610487,282.3912193,294.6078904,352.9039137,251.0917816,237.0987791,669.8585457,427.5376532,565.2176386,1084.146577,860.6942296,755.3139595,744.987221,743.7474002,632.6928939,544.7785643,474.9852052,391.8919495,431.7512813,417.4827246,375.5619889,386.827042,304.6256374,267.810029,331.9257149,461.9515122,289.9993276
86,Cre09.g390615,6008.257469,5444.274934,9180.936519,9346.99222,8132.122913,11768.90295,8087.454466,6580.806307,6926.172176,5287.037202,6354.837553,5161.639574,4823.50683,4591.012536,4301.029765,3656.05272,4103.067745,3557.639301,4053.066302,4246.852461,3277.004358,4585.487135,4481.669115,3548.645524,1002.811868,6006.379571,3893.342069,387.2653714,693.8666369,929.4847431,87.17923877,65.27915597,98.35376608,80.31665162,82.17098971,99.7314133,32.96232542,101.2996989,105.9681354,32.69317634,84.07734653,137.7236771,1135.826337,296.8454524,1086.171554,8452.130163,9261.301416,8365.030466
87,Cre09.g394473,393.7903249,236.2163365,268.7668032,12.46032649,9.787866223,12.0518125,6.38946071,9.507691107,9.055795109,14.7960905,21.81046299,10.86795736,16.79839663,29.3567313,27.45049706,55.46717761,158.0393356,66.76943723,75.30101448,271.2828725,100.0745864,94.61682233,370.243263,111.9174725,6131.085374,8626.312836,3674.634257,5934.591399,7113.62716,4216.663414,1647.367237,4335.564566,1758.214436,3001.347876,4641.599019,2523.734707,2082.603867,3719.260714,1840.049616,497.2569027,1761.751083,876.6443553,180.9301749,324.3540362,303.4198863,84.14873232,174.1218017,64.90183161
88,Cre09.g394621,218.7700017,307.1190223,214.3834693,397.0621678,349.1921618,364.0791323,443.942628,490.5879095,552.2868506,638.2773077,629.4534272,768.2244335,782.4527107,799.7564871,911.7598503,722.7632862,1153.648793,890.9295959,685.5095031,1207.615816,997.1829465,662.4445935,1249.439543,1211.327603,824.6587829,1454.086217,811.2829242,602.5297797,648.7315742,724.8148249,395.9819101,394.9366808,299.7080197,218.9069073,388.8292796,279.9024114,390.1185319,335.4994154,260.6774392,344.7970091,380.9873268,337.9396142,421.6302053,379.1468923,420.0285433,271.2229753,232.0823145,278.4310904
89,Cre09.g399552,24.02611937,30.10258293,33.70434872,25.9366321,44.92914033,38.93680207,75.40446918,122.3859278,86.92964051,164.69912,234.2843229,237.1565544,352.1464793,297.898572,403.8278376,360.5595307,898.1640351,565.3059136,409.7740715,1033.033118,641.3543728,621.2752495,1443.692832,827.4697805,615.154313,1859.928935,1261.76623,770.9049961,974.0368127,1113.127422,601.839707,2014.321226,1584.802897,741.110411,2015.430236,1566.245938,672.0543962,1633.334452,1498.36036,417.1220156,847.0248394,843.838393,173.3639804,275.7702875,382.513248,22.38442244,25.78359068,28.14790187
90,Cre09.g405750,111.5642833,299.3827705,138.3653606,102.4687872,80.46295651,101.0184111,130.7713192,137.5742736,145.049164,179.3957041,128.6081948,242.4679188,180.7081555,193.1695674,263.9151323,118.3711016,172.7220115,168.8720479,153.1682704,206.8369802,222.0742671,138.7299413,190.3180653,253.2337558,174.9914459,315.8727676,225.9206704,112.4178492,87.4633501,69.84143957,45.94200253,51.83231498,50.57505276,46.47301718,51.00868038,37.10170849,83.72015275,65.0469804,42.43155324,96.60131818,102.2504299,72.44828439,132.9752825,132.2754219,144.2961304,113.8752811,87.74317289,178.6043248
91,Cre09.g411900,1251.640936,454.1172969,507.4758852,1210.020299,1432.965014,1188.58568,1189.216985,1386.29256,1338.433566,1252.713587,1252.49608,1358.342721,1097.091599,1188.130251,1253.971028,833.262495,759.8787951,923.2751354,777.1137384,715.6997946,905.9436355,750.6589143,693.9794619,892.6058858,4336.667876,4098.212085,3270.957641,6004.189636,4732.981569,5025.146799,1131.999543,1281.992694,939.7474134,721.8537153,886.4449637,596.6184473,807.4355837,710.4162089,483.6792895,525.4861713,453.3314055,337.7680145,927.5716325,400.4473018,334.00229,494.7474813,979.5813253,408.3097662
92,Cre09.g415700,1410.356833,1108.038136,1478.045828,836.8498907,459.9587349,847.8361189,520.7018022,383.5673566,313.4069767,581.1175417,643.9129188,438.2703702,803.9513762,818.0286902,552.3759467,786.4378666,1139.441835,836.3274324,980.5492451,1199.27779,793.2254068,1139.415746,1524.941185,769.5853754,11750.16091,9145.231611,12846.12027,7664.8412,5771.349047,10052.58904,4319.983033,2877.919268,4923.813757,2804.581249,1957.646624,2936.565085,765.519861,668.9383616,1170.672229,356.4269332,244.8218686,375.7932106,2019.798642,361.10905,1304.557322,1358.291535,981.8908616,1434.795439
93,Cre09.g415850,1496.233595,1176.44527,2075.197632,1622.461607,1891.464875,1592.523212,1767.066225,1373.477918,1192.25122,1381.494074,1424.034787,950.4887391,1353.53448,1170.977493,892.1867633,1132.388435,1334.444166,1232.733645,1290.820224,1361.259005,1025.946074,1202.626492,1393.748426,894.1324097,1240.558354,935.1555507,1387.135526,1282.054937,694.2856109,1545.758317,1944.210172,1507.495307,2742.185574,1934.144723,1400.467313,2478.451339,1804.436884,1323.566846,2465.715455,1974.242735,1418.624654,1823.594326,1781.757293,1440.28995,1800.683692,2178.343586,1789.368883,1645.227095
94,Cre09.g416850,296.3212052,391.4902562,282.1238021,413.4272478,259.4137052,442.9758353,325.2056655,275.7120367,345.6942759,411.8655327,429.2593816,533.5117396,585.1136993,632.2514981,726.1631184,726.2162122,1100.887566,801.943676,675.1097709,1154.317855,859.9516454,731.4381226,1117.520423,949.840442,1534.791304,2627.215318,1632.163766,1078.394877,955.3859732,1004.716545,533.5580918,628.7838436,473.0080959,353.5964455,515.0595252,386.38112,230.5685582,213.1325006,174.7898434,145.8408311,135.3612115,156.0535524,573.8000766,144.0750636,374.5665109,314.9086862,301.1861568,416.2248771
95,Cre10.g429100,538.5120314,297.1371718,394.4539151,228.0346164,494.8098228,290.8068332,329.0115309,262.4944244,237.7497401,213.8492224,352.2985192,180.6198735,175.2326225,186.4815084,168.9796157,253.8402199,147.5845065,197.1988891,243.1310179,122.3482974,152.710078,203.1548758,104.2070262,119.3766566,535.7374435,288.6288725,274.8559779,765.1833244,437.2427483,535.3394419,1920.818185,1232.681834,1436.263164,1226.180449,940.1360611,1300.123986,826.8062689,907.1414492,1037.466554,1028.649364,992.2669119,882.9913507,783.8754118,674.5158595,626.5679179,483.884579,455.8203625,308.4147727
96,Cre10.g436550,822.1990296,646.3327359,212.7649238,81.28895999,89.58315806,86.15752771,587.3921082,2041.284716,850.314514,3940.48579,4649.631681,4395.462903,6808.953464,9514.811248,7112.054351,7356.893367,12082.64957,7061.689617,6821.644407,14668.0816,11221.17458,6164.204319,11167.78847,13768.46472,3898.711609,13497.18071,901.5356994,5182.52296,2919.409613,579.1063895,5140.600336,5990.802517,509.3992274,8270.232306,6579.887606,1037.945038,7366.852259,4542.875613,449.4679679,1438.277179,1378.430635,344.6000614,839.719778,725.0235698,162.0151513,166.0163846,133.1247387,275.6270622
97,Cre10.g437829,53.52818214,28.01503768,52.96552629,67.98919902,105.9867942,58.22291352,86.58348374,100.9056328,74.03550061,83.23994026,69.38094538,71.91314948,71.04662659,60.92171103,62.0882068,79.72165744,65.11198068,84.93731524,63.23922105,65.81030482,61.43488429,47.84781662,54.03091723,53.66923335,80.98194933,9.276406367,39.64264107,76.24304831,72.2285712,147.7788838,79.0680527,64.1658253,99.79720337,50.23790109,62.72411972,78.14921994,58.31368872,55.31625395,118.0404165,88.86448479,76.10269301,93.30270877,88.73569524,57.63554085,81.04577883,45.77236414,71.05787724,29.99510048
98,Cre10.g438100,434.3539378,407.7197331,516.2744456,402.7591784,266.6620546,340.937524,356.7914142,203.2099195,219.6938963,259.5138823,228.4424377,150.5602116,260.4662722,204.4304804,159.5836967,209.4198079,219.1173467,176.9847269,236.5615407,229.7880131,136.6335585,241.3556288,224.969761,149.4720549,534.225737,465.7447164,431.1917633,514.530801,411.7016672,541.1404864,589.7092972,452.5088366,492.1869985,569.3222115,411.8701392,505.9473918,510.7242639,383.1930879,465.3617434,451.1165016,356.581441,319.0146295,438.7100648,307.3594428,333.0467973,515.8004153,402.2494184,421.9689251
99,Cre10.g444700,834.4215208,1127.130706,709.3031511,714.7328863,841.064139,610.4203069,1232.502186,1698.814927,1197.611563,2515.431758,3088.676866,2234.918687,4980.770022,5567.140475,4113.573759,6216.84504,8540.273608,5874.458177,5835.133403,9504.956826,6242.691328,5734.368496,9062.693478,6359.362678,4317.640444,8502.459744,3635.158555,1287.597036,1988.143043,1369.212905,1763.255681,2861.89775,2087.267516,6272.399758,3993.874489,2825.039449,5769.461702,4441.77997,2745.542802,2380.807798,2886.712531,2130.920264,1552.531952,1657.525097,1355.929242,643.5841012,737.3825755,701.3720769
100,Cre10.g451950,1890.832479,2139.079422,1702.291537,1033.371612,1089.902261,988.4873862,1989.845279,2289.188874,1515.864803,3376.116709,3543.508461,2982.875354,4853.767912,4316.934144,3971.964971,4158.644735,5065.620905,4527.438013,4617.669279,5642.625635,4883.420644,4884.157916,5863.746692,5024.134985,2323.104257,5982.857399,2800.605007,1014.066113,839.5426489,971.997205,3244.40898,2970.259156,2153.573542,4198.080719,3331.626586,3161.264778,3631.301897,3379.729251,2634.919973,3001.870704,3252.632323,2512.84006,3470.21226,2329.103188,2554.735551,1875.301647,1601.699744,2193.408462
101,Cre10.g452800,1160.959326,678.643706,247.8809119,317.3179017,278.4865121,251.9165281,705.3282747,2218.068186,973.5228181,3215.116761,3831.99533,5321.662884,5204.390526,9147.133855,7975.871378,5469.738809,11029.64681,7004.037515,5351.60093,15666.82719,12302.37443,8008.320218,18240.92962,19516.23407,19700.63782,55690.62029,17141.15749,14991.79523,14424.0208,7144.994848,4039.046068,6052.673484,2238.285105,5208.026769,5433.512595,1845.729377,3694.611402,3021.285443,1148.545215,1525.138621,1461.364899,880.9847907,2370.595884,841.0296147,1465.635616,140.4760524,179.4167104,156.1770115
102,Cre10.g459200,3371.743983,1977.447761,1060.637659,2091.611063,1697.735604,2416.312623,2000.774514,2391.862148,2539.564154,3322.606925,3870.287028,3689.022333,5266.718543,5725.875306,6179.183715,5671.654675,8681.290002,6426.601243,5521.451611,9957.348856,7746.927396,6707.160546,11070.59077,9081.595431,16749.73159,29466.42966,13561.54324,16390.7268,14000.53224,8266.246674,5543.863322,8373.120429,3400.689359,5997.579558,7886.87639,3133.902336,4737.309349,5440.889199,2697.025761,1148.342914,1780.310465,1153.681943,3229.956667,1141.990193,1433.988587,1026.554828,1299.447699,1257.243367
103,Cre11.g475850,544.7839988,217.5230438,399.1545406,153.0542613,301.4383986,132.2757636,237.6985711,291.469099,154.7613322,254.7136049,324.7997194,168.4777186,301.1404252,298.3498025,152.734064,230.5733573,217.2803802,237.6441766,279.0329285,206.9024609,201.7251267,281.5652338,243.4640811,202.5195362,875.5872768,409.6469729,898.9249024,1307.790973,661.5426595,1660.500236,1813.842751,1182.078919,2587.947678,1347.168006,950.1620075,1761.107405,1040.838512,735.6126283,1343.676189,899.2563373,648.3971372,791.6475104,406.464346,479.851443,473.3979509,189.3783689,292.7642199,124.0723449
104,Cre12.g485050,3125.224361,2586.527676,4400.25654,2362.108859,2365.067262,2480.136448,2840.274847,2145.511768,2047.067265,2345.46614,2443.238704,1823.907417,2648.889224,2054.859739,1894.249223,2119.079324,2756.357878,2185.353569,2516.218779,2773.744333,2040.530372,2543.086001,3338.017554,2171.258335,459.1970379,705.5518849,829.1424803,470.8629594,619.3709176,1215.825843,393.706974,278.3610005,570.2242868,310.589988,293.1083345,502.6582605,215.8855832,250.5637332,408.1063134,256.8408582,360.7316636,391.9415138,766.9195077,447.9384838,758.0399755,2841.050798,2614.406735,2128.318919
105,Cre12.g490350,328.2283507,386.8897811,514.823912,135.1814019,220.5207158,179.731013,256.9809619,292.6499583,256.7388556,327.1771825,434.4191303,472.7538992,423.4423165,527.3731582,760.5136115,415.185912,501.0564476,500.5708585,654.1151862,729.1994636,633.0751777,610.846637,699.4696581,683.2596138,1062.858687,1289.659733,1216.602882,1222.031291,795.1527795,1375.573392,1745.231873,1830.695409,3043.707748,1161.52797,1336.258043,1985.84955,501.8869958,610.1688607,752.9734288,202.7229269,259.7831001,468.5108558,313.0654707,253.2261417,532.7441216,210.701504,284.6048144,247.3689779
106,Cre12.g498500,146.4145511,96.80138361,81.47623772,48.03345505,57.44706669,39.7411936,85.66288524,84.87239613,87.89456546,77.1751358,86.94615014,80.65927979,74.92471315,86.01664464,72.82610331,59.27142325,73.53668615,53.60946007,63.13040142,60.58241955,49.67178622,88.16537399,69.01476475,57.95368371,309.3221508,261.4482793,300.8579176,1457.109583,270.750642,400.9731646,154.1907865,150.1867811,215.2518296,295.9248768,159.0222154,221.9678794,373.6858953,147.58112,193.4855504,141.1004492,91.59571501,94.01183516,149.156257,98.66098507,105.7366663,71.2588486,82.46158989,54.27420396
107,Cre12.g509050,617.58295,382.4794091,454.9873586,227.7383685,358.6623603,156.3339335,460.5704538,620.9649768,360.6726,537.4665038,776.5639348,452.8822296,612.9888458,735.6457116,501.9026789,661.5270627,432.7995236,528.8952262,646.7977774,455.5612948,441.827449,580.3053794,466.4907653,456.8280537,2586.553138,1571.534842,2322.186189,2969.359657,1655.963791,3262.101594,3135.584968,2173.974957,4098.515686,2908.030958,2001.726507,3080.855097,1693.573664,1206.393229,1808.30327,1111.762809,753.5118915,896.5005036,822.5669532,621.3502149,678.9540206,261.6634101,355.6935543,154.139822
108,Cre12.g516450,340.5157216,381.4955307,206.2749464,378.5222748,310.6482711,339.9964207,316.857095,346.8094202,334.2123721,295.8879372,268.7643156,294.91609,308.2339931,280.8731735,280.045524,179.7062116,152.5145515,204.2618554,170.2865228,174.5123582,230.475651,201.0533025,148.4374699,282.0757136,236.8822501,164.4139229,63.96393838,294.3742235,150.960588,96.61565113,310.6212427,316.3416113,76.39094488,352.976223,362.4934609,129.9330914,430.0513285,393.165553,116.3443029,296.5722213,285.3201832,170.944486,333.1129014,295.4374985,140.2930869,353.2316184,407.3779528,465.6787468
109,Cre12.g519300,556.3513374,226.7749208,336.5032593,77.20453115,144.6891012,56.29018294,110.6256299,112.6919152,70.78427696,106.9674782,161.9899098,70.35979425,159.0349181,191.9200052,101.4582146,168.8035436,181.4778997,113.2878484,157.4432313,169.2062605,128.5620967,165.676499,177.2280932,114.5504225,3216.661221,2745.018271,2925.328156,4283.704348,3294.817684,4841.590241,2701.362233,1821.926651,2595.891586,2014.115584,1433.658528,1855.151566,1230.578967,805.0324041,1040.781887,544.8165609,360.9898766,416.8272072,394.3809739,311.1557678,260.8891173,129.821133,218.4847841,76.52660687
110,Cre12.g524300,204.8898144,109.270129,73.29899464,37.86335711,62.17968544,22.02557175,57.90813158,109.3887143,51.25177524,96.9871573,126.883513,90.31950541,157.4065519,185.0045732,104.8132423,151.8141182,149.7338495,125.4093381,152.9028337,168.1703927,140.287505,165.6606273,156.6847253,153.0356716,437.55695,424.9178709,246.8788146,614.0149006,404.677771,349.2287071,880.7540635,944.2865157,507.0784278,692.4913027,721.1085725,357.4187086,406.6469534,423.0488366,225.5207974,197.0186903,238.6429002,179.1825672,167.9420007,164.9569559,121.5398615,25.69350896,76.14422331,28.06350225
111,Cre12.g524500,14.20085472,17.92787838,0.341885766,0,0,2.853087382,11.9498703,19.32041158,7.086232569,20.36697728,23.15514929,25.52415742,41.27990302,55.89421547,60.67956722,36.28475006,52.30588968,39.44610262,55.29731585,59.56437267,69.11855483,57.39578556,77.13365472,69.98061232,102.1055472,125.5889013,108.9024115,132.7782129,78.41176341,107.9797904,104.5286992,168.5322242,109.5095965,122.0041183,141.0234367,87.69734708,71.04858329,55.54424164,51.82853719,12.49815956,21.11096176,24.33357808,19.8034487,15.76708626,23.73012805,0.058876091,9.223171085,4.849053938
112,Cre12.g530950,118.2841964,77.31772873,139.8785495,126.0177423,196.3940138,133.3259231,195.3556039,176.0700927,166.5574094,174.7675972,172.206006,127.4986703,207.5197311,140.7184853,138.1651808,137.062705,184.4639014,187.074498,155.1345434,155.6514938,134.4625729,128.2921328,143.5081838,122.6610712,267.7554981,117.0771633,152.9942879,240.019126,149.0921478,226.1498324,253.6783975,277.9954481,248.12697,258.0254908,250.1246248,252.3099186,160.4621791,200.3100205,215.148807,123.617872,140.3734762,117.3696006,95.24844414,101.5714828,95.86207568,114.8864894,140.2041354,91.13426891
113,Cre12.g534800,1553.224585,2405.931829,1817.107761,759.7568843,904.6966479,576.0925872,1297.911285,1933.359461,1098.975542,2518.205075,3093.591698,2425.863333,3731.069038,3946.769169,3483.059179,4423.0112,6647.540656,4965.322453,4528.163767,7269.214261,5095.210162,4431.202473,7501.877581,5117.287941,5429.578708,7791.16032,6518.184388,3650.236717,3648.491027,4695.721643,7087.020385,5627.441359,7398.404616,5157.308374,5113.323621,5256.067417,4927.973819,4146.402183,4072.193404,4006.335204,4240.769167,4183.235029,4416.134987,3442.45432,4822.901697,1672.050537,1215.991291,1564.760899
114,Cre12.g542300,45.30704362,90.93118202,42.77822729,38.55412858,60.27188399,33.22827855,115.9887955,144.0511347,133.7078872,181.5292776,154.4413298,220.0227783,213.5760358,209.5948043,212.1449534,148.1227349,192.3480492,188.0894473,147.4511247,209.961975,221.2470433,181.8491415,249.7755666,242.6527426,275.6043684,621.4886244,287.3462314,151.2289473,193.7020818,165.8828603,154.5195971,297.3998526,130.6505578,146.5547937,210.7827498,109.2053029,93.38548007,119.3197631,61.06563049,72.43827405,82.01182101,60.83546343,135.9188703,74.34536687,128.4915196,46.74059064,28.93551464,45.6175607
115,Cre12.g553250,2179.665184,1556.069656,1762.633899,1794.538641,1955.852864,1971.513796,977.410474,998.5956514,933.4575666,639.3628547,671.155552,475.6505897,387.9497047,438.2509607,379.4571463,459.0560854,246.74734,345.8551497,487.8403179,189.2656129,315.6746318,449.2345375,211.2489957,296.7532332,282.9879038,171.3589689,179.6707022,47.14836356,32.48359901,56.29471776,397.2374168,548.3792063,679.7181566,1450.219733,968.9852669,1097.474259,1911.510899,1311.756813,1446.610831,2091.154493,1481.086863,1411.885807,2060.065796,1691.910643,1530.855294,2203.983874,2513.306418,1957.594586
116,Cre12.g559250,2624.78736,4292.004586,5827.5558,2644.845505,2915.801298,3470.606718,2948.780879,3016.836921,3207.131665,2221.996236,2730.925675,3391.524327,2466.500581,2691.482889,3273.782113,1385.702177,1465.528368,2249.017936,2247.264297,1736.464803,2684.309674,2150.488734,1827.073521,3274.648119,2487.082243,3812.370176,11445.97594,1705.883666,2146.494447,6628.230883,1843.443789,2840.508035,9720.854172,2495.012678,2880.967317,7708.921907,2984.288811,3772.999127,8302.082867,2573.907635,3055.867441,4734.994129,2772.851738,3639.062173,6444.741679,3214.572281,3262.129313,4727.304231
117,Cre13.g567950,2601.495892,1678.133406,1506.531586,1607.695024,2104.724333,1439.590692,2034.895685,2716.994828,1925.376274,2670.795961,3488.41079,2152.627398,2987.667595,3432.340101,2314.313346,3056.965171,2479.33608,2638.39618,2628.815793,2373.684081,2398.059247,3058.317769,2427.526065,2305.889194,3394.430771,2963.86219,2071.549051,2168.414004,1414.036366,1265.536643,5217.835611,5047.968071,4376.739792,8912.168542,5634.664658,4831.910858,6335.591074,4772.917171,3494.799394,2786.515146,2743.234808,1989.200517,1761.001057,1957.586297,1291.677325,1027.603733,1662.3623,796.3510836
118,Cre13.g573250,110.8340352,116.9210988,144.8767642,54.92815653,74.54693523,45.27339381,93.93111481,118.3040958,81.50709958,153.6834144,197.9847597,155.8393116,273.9132568,234.3552088,300.1728255,225.9648364,360.2960448,334.7201763,435.5855563,435.6369756,361.2593429,415.5363476,456.8955962,418.0913666,763.2835327,779.235877,476.042202,674.2488454,540.7587437,681.781724,1064.710406,892.630615,672.6551118,942.4746171,702.7317773,878.1155684,337.5112811,428.9248562,382.6695934,168.9842773,187.6298285,220.6793474,180.1519879,144.2913239,212.5029464,77.62252817,52.6643371,88.3263415
119,Cre13.g587100,285.0320618,142.6345642,105.9481507,240.1638747,287.5687786,246.4003413,188.7212657,260.5162721,235.8872712,206.1554804,262.4854274,217.2923236,211.0412599,257.939539,193.7213642,165.2420455,162.9376363,185.0541994,162.1736514,160.9220944,195.460166,153.1530408,169.066878,196.9104804,303.3171217,234.4212056,180.5214039,531.5171823,338.316118,371.6912754,537.8779627,347.7273749,355.5189084,282.3955461,317.3849186,210.7511038,250.0662163,205.4566995,128.3179118,240.5743699,186.8449348,149.513651,232.1343464,210.6146391,134.3774025,116.0596215,218.5008794,105.6674646
120,Cre13.g592400,219.6724743,211.4406701,208.1303767,160.9568721,231.269405,168.5447021,177.7770586,199.106204,165.0214972,161.8744756,174.7731719,122.1438697,140.2632942,147.0082688,116.6428899,145.0753634,126.7202448,124.3922182,134.3358691,113.8969807,108.7181469,104.3484253,102.6341581,119.8719508,75.23750223,37.94778838,40.45763511,138.1607014,79.2561573,125.4157108,264.0746876,207.5219648,206.8162016,263.673375,240.0022694,198.2866702,332.7290374,260.0747786,240.4120144,449.161792,343.9535352,396.2596459,388.6143354,421.1930456,322.1678627,212.6994243,210.3748577,169.7252448
121,Cre13.g607350,508.3614168,466.0451737,821.823212,531.5424858,733.6524835,547.4630403,589.6537045,538.5918055,471.373869,496.0207264,533.8422306,374.2605774,424.796732,412.3919615,366.9785975,433.5111621,227.7498262,391.3481834,483.3930428,237.2887099,333.1154445,375.4426891,208.6295558,309.4154498,34.20513107,42.04672199,74.222264,4.379633324,12.55416039,7.469481937,7.369629519,8.90759486,18.21245165,118.9728713,34.17471461,77.48311276,153.6811365,89.33556489,242.1548634,288.8690655,160.6206452,242.1047025,139.5405147,140.6228531,185.8196255,574.3472195,646.5761258,367.5773872
122,Cre14.g613950,974.2657531,894.5492204,493.0671821,1191.477371,1049.411407,1420.369875,985.5256246,1224.887414,1628.221036,1040.963941,1109.254898,1535.787322,813.0712873,1254.448171,1274.830151,791.8362663,835.9524389,596.6681581,656.5959721,896.3287365,781.9167223,895.2326411,994.2836353,957.5933198,2803.790324,6708.62389,1917.852014,1758.956656,1822.912419,535.2020976,912.281996,1067.634386,261.0264168,1010.894472,1206.533078,271.7721335,932.9662398,875.0614454,229.2901274,501.2985971,605.0124965,291.9212462,551.7730036,639.2367941,466.4578583,490.4765397,762.0690741,549.0413345
123,Cre14.g619166,481.6791481,539.2428965,462.2534556,498.2842197,483.4678088,649.5802316,301.9759098,415.9873646,486.4320369,278.2351127,279.3038099,490.2892721,253.8253431,341.8309513,494.5276211,207.5120622,176.7427632,321.5433353,295.5203654,237.2598682,412.6482766,254.5888926,247.5924948,540.6562702,56.92422741,89.78898395,81.441693,70.77392975,52.78479207,96.99517604,222.4902171,308.882581,329.8335785,367.3191457,402.9146374,336.2885149,424.1023346,484.5017896,434.1848247,265.5351459,388.8872052,381.12174,264.9968899,287.8864654,309.3441846,431.9780949,598.1362285,574.3093412
124,Cre15.g635067,140.2974994,105.1514016,109.0236138,51.60742965,100.7901273,38.70397515,82.83744775,125.6666225,68.57258769,96.23838563,121.8281922,99.19625983,75.74586704,82.5206611,77.03378083,41.36203617,63.46896894,41.47451847,41.52335789,51.17254327,49.90166748,30.56596777,47.02372189,46.01777079,58.50727564,40.61598076,47.41537913,126.2798489,62.45261498,90.26196518,187.017534,469.5360441,281.0909477,216.5298853,382.1331148,236.2825431,266.5210333,334.9054436,229.1325095,106.1200311,260.150151,195.4761649,38.4407317,118.5131563,109.7230291,28.79319368,63.76562697,12.50734215
125,Cre15.g643600,153.6365005,142.1319647,115.2185283,154.2117014,134.1868112,184.4722028,147.239102,198.2205252,219.6714391,162.3687562,173.3304924,366.0645589,151.6853265,287.7705889,434.2536789,137.0879322,148.6592676,211.3266361,263.3351029,264.3493767,315.9443912,255.550387,320.4112855,455.3954754,576.257692,687.3178873,521.5919831,589.3484635,301.9572519,409.1620106,325.846967,445.484274,263.9535628,234.9214133,351.6157582,176.1661545,218.8691186,241.4887164,187.5664996,88.7792617,128.5841499,149.9182882,125.4096743,107.9574586,170.0139063,75.6252049,103.1097791,102.8503144
126,Cre16.g655050,86.82095873,46.60060717,34.41909908,46.55256197,47.49578776,40.71069587,54.2515266,72.52303407,66.89148255,104.0422154,109.1272123,129.102206,149.8774278,145.0627107,184.2040694,178.6759687,232.6043818,204.2770462,189.9825181,291.4119231,259.3204973,260.3559359,387.0821631,338.153638,233.4115764,1020.14471,371.7335229,253.0056865,302.4746613,210.1597368,82.10815053,350.0843053,153.4536007,206.1047446,423.1019922,192.8457759,285.9528165,459.2776586,240.9064868,159.3253763,231.8648714,154.0571256,98.0091698,158.5901786,97.82374239,48.97597554,66.98144151,45.55907982
127,Cre16.g657350,1010.883543,691.8891947,620.9830819,641.0517681,637.5769465,694.875213,539.8201439,529.8674143,563.3591077,498.510296,530.2863974,570.5594293,631.8292373,518.6946131,663.9678745,419.3254367,523.7912359,614.8299228,495.648966,592.3655375,650.8228285,453.7601237,590.51696,721.7865701,1372.183837,1767.918608,1202.13402,1425.644258,1077.2968,1141.944996,731.1833149,792.0273242,443.6176977,581.1791716,641.2215427,517.2178742,561.2984532,548.6721188,427.5819327,532.2085018,464.0483213,477.8175553,732.9547359,562.6574011,615.7038433,515.9363095,618.7620408,521.8876701
128,Cre16.g662600,35.47677878,38.57356241,28.0621592,22.30140694,32.39260734,22.17473172,57.89910582,98.8522383,65.85303062,185.688352,222.7409916,183.2092385,629.623747,530.8986156,446.408885,870.0477339,2388.961849,950.6238701,1074.096025,2627.236864,1110.48502,1545.266316,3989.352603,1406.820627,10534.28485,18062.57875,9169.344024,3905.295544,4268.319261,3272.375252,2669.244795,2468.170235,1528.523006,1793.440495,2000.625854,1394.41995,1204.288536,1187.151436,874.5926478,799.7837491,665.8497355,562.8529652,829.1681547,625.0747492,689.8259195,41.47829627,35.09445183,44.6426113
