,Genes,dark11,dark11.1,dark11.2,dark9,dark9.1,dark9.2,dark7,dark7.1,dark7.2,dark5,dark5.1,dark5.2,dark3,dark3.1,dark3.2,dark1,dark1.1,dark1.2,dark0.5,dark0.5.1,dark0.5.2,X0,X0.1,X0.2,light0.5,light0.5.1,light0.5.2,light1,light1.1,light1.2,light3,light3.1,light3.2,light5,light5.1,light5.2,light7,light7.1,light7.2,light9,light9.1,light9.2,light11,light11.1,light11.2,light13,light13.1,light13.2
182,Cre02.g146629,16.51184783,37.04639092,32.5302236,27.50498523,65.00659953,21.11039822,77.30602146,101.7139256,81.72355895,99.70945431,116.6804213,123.6460272,99.96817559,110.696449,157.048746,165.8100607,228.4812083,264.9306531,238.153559,292.5115394,304.2616695,232.5847201,379.2209803,282.0185095,29.11649458,18.38816443,24.56177423,107.9704243,42.0769815,63.69676629,161.2417459,213.9373728,189.8757204,189.6918713,251.1670452,229.3710362,249.9912843,270.5249895,237.2742448,122.5800793,183.1634659,203.6942165,46.02051295,111.9689259,100.8216376,37.19285599,29.9323776,33.95195838
183,Cre03.g144424,20.64982104,11.49987326,15.74512748,16.78218249,35.29075176,12.82240877,24.76216646,28.13276453,42.58406551,26.01422636,29.77569311,32.89240527,19.11881937,27.34986537,50.35313886,33.05935501,36.36934612,28.32534803,27.56125713,15.76682415,35.23074932,19.11414489,23.02562321,24.99395648,53.50733231,16.10223576,25.79235897,64.40078482,95.71930154,62.24201744,46.37286316,38.56806421,20.00498586,19.96013343,34.21163733,21.72019952,37.941775,39.43196873,31.78160105,44.41829104,45.9312899,47.53235071,30.12159678,46.71750251,30.62561723,14.80668286,13.38087315,3.82313412
184,Cre03.g144747,842.8659654,1359.39061,1180.591874,970.6139086,295.0062886,889.5661219,188.3923804,51.79263256,103.4278023,51.97878412,46.29325229,43.13312956,24.24103704,23.00033753,41.86997013,177.8598667,57.76532499,15.22438214,237.6778965,72.22678655,46.60549618,302.9811779,64.11865287,89.40507967,294.323998,65.81997434,87.45420615,249.5173288,137.6412647,150.5910587,215.0245969,87.42820228,73.13631604,137.8364474,88.00746582,79.93708699,77.90697718,46.03990403,39.38279303,28.88452698,42.63854732,73.01377049,949.3900161,92.76791102,479.3166482,1850.754098,1140.739857,1958.656017
185,Cre03.g145407,650.0805485,623.4235076,715.9985387,638.7876075,644.7845819,627.1927761,524.2026567,474.7813021,500.941629,426.530453,388.7862529,378.7254797,297.4074905,328.2004632,332.3752527,360.328744,294.2857457,376.1814873,361.9538822,285.2721876,334.8952122,349.5158601,254.750472,364.7956505,221.1513466,228.3227033,225.3925271,360.2899473,379.9556121,513.1695216,651.8474705,853.9338091,834.9057128,687.1619552,842.1271,853.6470529,706.1987707,833.7322653,698.4536573,566.8951952,764.2556945,733.4236495,648.9478333,562.6704967,656.2339181,678.6389108,647.6886003,700.4096591
186,Cre03.g146267,3351.336167,4183.732876,2590.453974,4004.181293,3497.826994,4141.295324,3839.510283,4537.500157,5193.189864,5039.541726,4511.128212,5956.911858,6056.730253,5638.122126,6905.217053,4414.560058,5564.910209,5681.280577,3993.729321,5914.267581,6212.431172,3353.974508,5368.772574,6508.683132,41.64748441,130.9901704,144.246037,57.04826339,65.98427563,176.2935965,53.02066872,16.87613961,44.37149699,41.51135541,10.50087374,42.88850329,15.55308502,10.89845293,24.79207073,153.7790835,26.98427559,92.35103018,1166.010336,735.9327462,679.9239126,2694.431635,3299.205422,3499.126428
187,Cre03.g149201,518.6823982,580.0999676,592.6686823,700.3030611,364.0905422,802.5178991,297.7145023,132.840239,299.4517627,147.3755789,70.56850655,145.9963314,84.25949192,38.20074656,86.50853819,38.99182652,45.12469678,31.36348831,39.22467921,62.56289313,33.77300871,41.19261454,37.15860633,35.64598057,25.04547904,14.00507957,20.44029822,23.53709955,25.77839793,10.61103089,10.83644939,8.830004513,6.082780274,6.830782116,2.414092169,4.589591422,2.926955253,2.591813259,0.155172636,4.806781821,4.498787255,10.00464311,156.9680045,16.42950329,89.93641033,591.4628794,628.0855347,693.6340364
188,Cre03.g149350,10.65174802,14.33846851,9.812125045,24.76579911,29.6489798,21.23921891,25.75420606,23.37488641,34.12483743,21.01932197,23.94886702,28.99733273,20.12367746,15.13946797,43.78635878,20.18229131,28.52859947,25.28108393,12.99360705,28.17524931,31.85422053,21.02317459,23.86016067,30.57153128,8.366227847,17.00076414,8.972282009,8.660578979,24.32513267,1.136554458,9.166897675,5.522879863,0.593560197,3.318276366,0,0.101297559,3.882025114,4.252196624,5.575556271,5.846074126,2.284843292,0,4.808874504,0,0,12.79029628,13.41451438,15.53322059
189,Cre03.g149400,242.0247368,607.4324053,466.8374919,324.1578742,254.1606357,340.0802874,267.0746388,303.5266733,318.6053174,252.2654505,287.108371,299.0475551,254.066291,324.8409391,319.1565095,280.4614341,323.039972,311.4684815,261.1603969,349.9381533,317.4489407,258.4661139,324.9984042,318.7865777,65.77065933,85.11012557,52.9263871,66.35867424,59.27687062,37.6969946,21.53562659,41.75308134,34.19962723,40.83816451,55.3015899,44.30820394,79.74280615,107.2334173,76.14970919,135.1915176,149.5434969,157.8457109,294.351922,202.038202,278.7072103,471.2168463,345.5713462,586.0039811
190,Cre03.g152150,2075.139233,1734.028059,2691.088944,2206.29259,2367.83114,2134.512501,878.0284713,824.9340542,592.7958556,354.6010349,525.2642809,216.2678898,184.9562314,252.9716448,142.9720193,291.7083017,94.49119846,144.6296582,292.0553504,77.5009601,133.4746814,225.2783166,65.05247497,113.9502901,76.89220267,42.43232263,53.85270076,23.52719096,19.41683832,16.83795675,797.364304,846.4263403,1248.921117,1915.230031,1127.388483,1780.390461,1668.255371,1514.651654,1924.044647,1752.040121,1811.546838,1861.228662,1461.000943,1567.102827,1591.159932,3194.230574,3103.253596,2641.506417
191,Cre03.g153050,60.8322998,87.26231735,58.32524411,91.95136254,123.6996457,110.2514784,175.9658893,154.694922,182.6392617,231.2489328,215.8136315,244.9849212,315.323722,291.028849,420.5369752,293.7424207,486.3323826,460.1144363,347.5421656,573.4890228,532.787288,414.4766642,679.21228,685.0948535,533.227439,1506.418231,765.919184,431.9503876,396.863102,343.0297789,203.0979549,374.7306388,209.4548922,231.596579,394.0140653,231.893844,261.6340298,402.7016362,239.2530513,147.6682552,289.4685608,253.8085027,126.2843993,197.6608159,155.1586004,60.69112131,75.26580749,69.84779191
192,Cre03.g160600,624.5065157,840.7932849,1123.18999,773.7091933,693.9378588,816.2524795,709.4340422,519.3600369,648.9853881,582.6696887,498.7543169,514.8603152,434.5316137,358.0363766,470.9043067,412.730809,406.265815,496.517801,475.7918837,421.0558761,427.0421696,414.5917128,414.3277125,417.3834198,18.58775047,66.66033437,52.3304021,17.26836096,36.55995675,18.96197015,22.72154379,184.8135786,137.9747449,282.6122311,334.1840816,326.5590312,142.8987294,296.4227077,283.4419851,236.5828409,288.2105067,314.7976211,227.1998118,273.8759553,367.6758446,1010.456464,792.1049414,974.9486582
193,Cre03.g160700,164.3181908,456.4832317,239.8525463,195.752434,56.80286272,237.4814682,38.71545278,20.6593487,50.1936037,13.34846883,7.954741839,22.126069,3.93091969,2.40358315,11.15724156,17.19812272,10.92903028,8.104073082,11.34863564,9.390402734,4.77354688,17.32868555,6.026589353,9.19445826,11.3890585,4.7192354,0.785915145,4.368923719,15.38072681,0.781275795,4.839310578,17.46981752,12.55310775,5.916675028,11.22599042,5.009079945,0,7.023856763,5.518430907,0,6.969432449,14.6521844,174.916108,33.23005925,79.04649669,327.6978063,264.1050547,534.6413312
194,Cre03.g163200,17.77576897,9.948125943,6.34813567,4.126731929,24.58947821,10.1273834,7.320938819,11.16665207,8.175924399,9.13878351,10.80524796,9.256823046,5.470327279,13.07547727,9.096160265,23.32248404,18.37765687,0.023243645,8.980107329,0.045480537,6.737299139,6.695374839,6.155702314,7.833885414,42.69846579,28.96020984,46.03628639,39.6890117,44.23970618,39.85632109,94.46358618,114.6463769,94.52897475,103.4937036,131.7471484,81.51934693,105.0426443,137.2222541,89.22015053,50.14345353,90.77237942,77.14200233,30.10298094,47.6263342,36.56290596,9.563288527,10.30017109,6.767598235
195,Cre03.g172800,38.86216786,47.42870139,85.10675162,53.32059658,67.27249997,55.55201906,77.46284663,62.75819554,63.70001718,50.26539693,57.19241006,49.19735919,44.90225963,34.17628685,47.37083994,43.1842563,47.33006045,43.48744323,48.03461833,30.35886013,36.49769012,41.19736989,35.36386925,35.66864105,121.2416734,134.0599272,213.6862737,70.97493356,119.3415502,159.4787865,70.96992034,192.9469017,233.8784821,97.97614252,125.443663,167.3893264,60.19576643,155.104544,185.550449,80.0964896,118.5939792,118.4398106,41.3416226,70.8299522,89.96563427,44.66038422,51.52374449,31.96185198
196,Cre03.g174500,28.2027148,65.98149774,22.32385615,36.09287198,64.7867835,36.95593468,48.6981269,56.45861205,79.41161751,48.17726973,60.97656723,112.1798578,48.30666566,68.50158347,138.500322,72.07233862,53.15659056,85.9383943,67.81591037,62.70929121,69.84549922,66.01321668,57.30758984,110.3574552,115.3959002,150.2866244,97.97156262,97.50505418,91.93885451,78.25155333,84.90976362,126.6168562,75.52593944,62.00650694,132.0281485,76.64588643,105.9810546,174.9898388,117.5267475,79.10206108,129.3896074,156.2512887,72.50572948,102.5049236,119.6046974,40.38508159,35.07697745,34.91085793
197,Cre03.g176651,94.32221779,245.1501932,90.16274617,125.6669081,72.20400718,161.426782,68.91532099,79.90535392,136.1151407,79.53176944,71.50812433,170.5387347,74.52380921,80.45268422,169.9342215,46.21810155,74.8874531,94.0199329,61.10803905,70.01214165,84.98504864,49.64543055,91.18845894,129.8546378,96.61755584,108.010428,98.61487013,91.12995144,99.9542451,83.44371074,57.26414548,86.93784722,57.01098018,59.57721001,106.4561726,65.9747114,74.87053966,103.7858954,80.22903044,62.7152766,75.37991394,108.7520961,131.0741367,112.6197963,172.9768314,109.6396151,102.1551865,169.8527068
198,Cre03.g177700,110.527961,145.0577022,71.94734439,84.39766288,60.63584201,120.6617257,58.80166106,86.65225796,89.64631632,82.12147335,70.03619076,110.1082145,70.52225864,91.86523313,124.746239,58.21802311,80.44337285,86.95554693,71.63939377,111.7617702,126.6167757,76.50606248,105.3545787,131.0586852,58.28703175,101.2213109,76.11814603,99.64163285,84.78290996,86.73918846,53.27912793,93.48131024,55.36577834,90.57506224,95.98757476,64.75885421,77.82216404,97.02209431,52.39614265,35.6740447,52.29718866,56.60305505,67.89118206,46.41051559,96.88813773,75.63829119,96.94767791,118.4040671
199,Cre03.g184600,161.4012669,139.5837542,114.0370368,364.3810902,344.7326156,365.9581609,399.726535,497.1429243,437.8097964,458.9420861,459.9646277,468.3082519,545.3383294,610.1101221,482.1221306,453.3654202,561.037174,491.4782352,439.4109271,644.5427702,585.8911086,501.6627515,667.6777974,613.3139074,236.7693769,474.2204814,322.3042294,336.5491952,235.7414071,350.0726816,632.6521254,903.5704447,906.882696,617.381914,761.6273206,698.9888868,550.5729485,643.8110478,457.5787468,227.8378295,439.8621659,358.6524098,323.5875297,261.7449367,272.7637857,167.0632738,178.4341226,213.4562595
200,Cre03.g185950,149.4726338,221.5745065,254.8328309,231.9012752,190.6180285,234.4347273,246.0137151,185.9716795,254.0969349,218.4400153,221.7097722,223.4777434,230.0553892,167.274416,223.8726728,140.4537727,201.1450318,178.9917707,159.9467622,180.7461406,202.9222903,156.0181158,192.1775671,192.8837262,15.30621374,34.34619216,19.31060233,15.18016835,22.85829119,47.1475774,19.44415337,15.55486511,24.44858468,15.19377943,19.60924539,15.42515308,19.43157883,20.44754419,29.37599658,34.74522483,37.31278747,44.01748147,101.9454625,63.20699377,94.88458664,242.5041974,201.1499892,256.1272813
201,Cre03.g193900,46.27195922,231.60265,154.738081,52.86864412,9.470716297,35.23583749,8.37063074,2.07836216,6.857006626,2.835776097,3.34838345,1.854816448,7.553932959,5.168961232,1.455193948,24.59768786,1.101794187,4.064317163,21.14342444,2.170506975,3.88450596,19.37892019,0.695875528,1.171639901,7.733112509,3.304038499,4.448863684,0.018371876,2.740064777,0.139203407,5.324596171,1.19464752,5.083844097,4.807906711,4.936168826,14.02356402,33.01917017,23.50537128,85.85753894,578.6788807,251.56689,410.5979537,346.925076,670.065781,557.4051819,288.0227344,88.83573509,240.6257304
202,Cre03.g197100,273.8743268,165.2432418,155.2489302,288.3874215,251.5193953,318.7735525,275.5393642,183.5113278,267.6025369,232.7992198,199.2124927,232.2688875,259.3619497,183.5488167,272.8716905,207.439034,276.6594413,266.9680712,209.3489548,208.9919746,275.3339872,190.4508561,234.5472788,320.0564984,245.7407454,173.9884904,165.3395606,182.4817541,362.6320799,340.9593193,59.10616473,46.40130601,44.08568761,28.08162423,47.88529911,25.13153937,128.434842,116.4284501,90.63761656,127.4765488,171.1146683,101.0926865,160.5606742,94.00353754,82.00239797,152.0976782,196.89091,94.9788811
203,Cre03.g197350,326.5969251,387.1037829,360.4965227,331.7549156,327.729156,350.2219377,253.3089742,245.1826522,281.8224379,193.3419806,220.0619187,242.4638152,200.4042462,235.5044733,209.615825,153.2967965,161.3680005,192.1272829,178.1934112,160.9350606,198.7499383,146.4347807,150.3619021,225.2234664,255.1464288,342.1119215,337.2566032,316.3462657,326.0032189,476.7684468,323.7010376,401.6948959,551.0218609,310.6670559,395.1556606,474.6166989,375.4428005,463.9323177,472.2814588,363.1019852,449.412026,507.5852725,505.5977656,409.8544827,495.1414526,345.749816,335.2138015,439.4973785
204,Cre03.g198800,30.46631234,26.52226639,44.34838151,33.05778837,46.67588256,40.76576153,46.147084,39.29369272,32.75388304,40.73150672,33.01708358,31.08956248,41.66796329,33.37594054,39.80996691,25.25448572,33.98620303,33.367134,32.09195275,22.00086769,31.67149616,31.53954457,47.06526592,39.6289134,80.58857423,91.72098241,86.1200199,56.89948013,60.90253401,83.16220457,10.84329934,7.764952993,7.578427122,7.018892264,4.938353537,11.48323969,3.869003834,5.982518602,8.23533737,35.82735932,12.69056461,25.11224624,31.0848477,37.29514297,35.57966093,41.45669115,36.11140883,37.82762155
205,Cre03.g200431,165.4360339,159.7719231,111.7164261,194.6914222,152.9748705,202.9584674,117.8523938,115.3732946,152.8611338,115.541984,83.96323347,156.3537437,124.6407583,124.5056287,140.9975774,87.08317353,106.329615,123.3589938,106.8769016,89.90011601,113.9698514,88.98397533,107.1130173,126.2351825,262.4939002,303.0712453,186.7519971,200.5224527,257.3923671,195.240002,53.24920566,37.57249607,30.21324106,12.92343883,30.35576416,0.947170852,8.774070128,9.566711699,0.435780568,22.29959215,11.49638285,8.807586527,137.1403973,35.14069287,60.26537455,145.7968368,165.0156581,185.3163662
206,Cre03.g201250,15.7513237,16.79054179,12.26633386,11.47048113,7.889314551,21.48962342,4.470420757,12.7565613,12.99699918,11.55190101,7.309849727,9.296139391,9.697975861,12.07338092,10.75420658,8.350041468,13.58353941,10.11577632,8.098378863,9.39883155,9.14130921,0,7.187758405,7.207003011,0.246888255,5.703010057,7.15077439,0.039696832,6.400256947,0.306632298,17.28773754,13.18375249,1.054886052,14.95219551,13.65713891,5.395504157,16.55774666,12.78463233,11.69418805,12.58115836,11.78856564,6.13953218,18.94727879,14.92107875,7.886675776,12.80101135,11.37457396,19.4431604
207,Cre03.g209953,63.51276482,88.00670614,69.07265404,95.41954892,86.8154939,91.71532006,111.3515998,140.0318042,148.1855808,149.4507797,137.9186936,200.8178463,139.8356609,158.7711337,243.3673208,146.5559418,126.4481734,196.1600836,208.1176074,216.264722,221.8957774,236.491339,232.8010265,252.6964101,293.0564099,668.9573185,317.9312471,288.2871624,249.2151975,227.6815539,160.7393251,192.9064154,124.5035508,109.4769202,158.8777641,117.4336284,119.6023744,169.6390616,152.6668228,100.3701334,138.6339931,172.3662213,123.4554478,171.4856669,172.9623299,85.06031406,63.98991915,87.33132738
208,Cre04.g212700,167.658924,129.5245183,96.03843869,90.66713618,93.14134632,90.78142954,82.84743833,100.8216004,88.55433932,104.784761,129.2591968,105.8549411,113.8902592,135.7564381,147.6752638,134.7393654,113.8776683,165.8281591,165.4536542,126.4886503,173.8363034,164.6746211,145.041467,199.3185691,80.56349331,87.42540264,87.91398832,143.5850022,108.5491076,136.5174753,83.07905395,27.92179466,56.05462518,91.50478007,54.82407207,72.97749174,106.0683392,69.91447061,94.10479575,98.56057368,65.79938821,89.69596185,74.45730574,78.21760477,99.83500023,100.0064754,108.2777931,99.9094547
209,Cre04.g216200,2.558616007,0.755442632,2.385853315,0,1.834072197,0.922118127,0,0,1.632358444,1.314900417,2.51427948,1.980802956,1.636814456,0,2.575712277,7.862251577,3.88141155,1.023478702,0.051396165,2.084474364,2.555040696,2.863450384,2.620187553,3.94737231,1.39E-17,1.39E-17,1.39E-17,0.049648278,7.280589674,2.178811294,2.667638141,2.198984735,0.220828202,1.39E-17,1.39E-17,1.39E-17,0,0.882361235,0.027705117,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.005087777,1.023641355,0
210,Cre04.g216204,13.1434333,10.75664379,14.42510736,0,17.18433188,20.58927589,0,20.78159946,24.75202606,23.30340704,25.67673996,24.66339517,29.43239751,23.95462203,27.34955212,27.03911129,34.88160725,26.30087744,23.06490904,26.11155616,25.774676,23.03533294,0,31.15681268,1.39E-17,1.39E-17,1.39E-17,0.155436278,25.97191039,22.16960508,11.02050142,16.33874428,0.984067517,1.39E-17,1.39E-17,1.39E-17,0,8.94869046,0.243347086,3.911306514,0,0,1.39E-17,1.39E-17,1.39E-17,9.522856179,12.31535023,0
211,Cre04.g218050,62.53873635,41.61207994,42.53720345,128.8303035,113.6826797,114.8516264,127.9399689,142.9836195,181.4452023,191.786593,185.0009669,315.3532673,185.3775244,217.9905764,379.4852619,291.5947109,304.896406,278.1037683,505.6322485,424.199774,436.9999101,518.0027669,529.4511536,504.3742264,503.4875763,1092.132703,673.0521837,647.3120159,467.4540088,429.770116,470.1941149,617.7541155,524.633956,418.6063827,548.0530729,427.4281149,367.6600789,542.9601069,377.4354258,194.0541023,293.056373,303.1679491,69.5794334,165.0365032,171.9910203,53.19249392,59.79240934,47.50793198
212,Cre04.g224600,533.6706648,369.1481905,452.4424205,752.7402431,726.228992,781.0214652,734.2268989,644.5222501,757.9565086,684.4071513,696.5257879,786.7594499,736.1345129,637.2863067,784.1227429,515.1301604,649.869138,720.0057515,555.3824464,642.5125283,684.8390234,553.3570366,702.1083314,775.2363283,533.012441,1029.343959,902.4144189,306.9094521,781.6248726,781.186987,207.0089577,282.3257563,244.1893198,193.1521681,253.7343968,220.4231111,174.0540957,280.0674882,267.9956235,190.2397655,248.8011861,193.566365,300.9888148,218.8630362,231.2522235,503.1374348,583.6877336,435.5261566
213,Cre04.g228400,614.5125847,1594.483553,1373.926202,670.2890224,410.7995055,563.2977853,463.4896842,348.8329089,384.437461,408.6973611,451.1151077,322.9564154,437.893707,452.9043279,316.2288554,500.2009068,467.0218448,462.1525022,475.7773873,427.3145989,408.7090715,512.2823823,505.5733337,430.3601298,1238.595974,1669.120999,1601.254404,551.1055825,558.4605615,799.163181,526.2596931,415.0259753,523.8796114,526.5933937,464.4822016,632.827946,602.1193984,490.0902927,782.7730503,1211.27579,655.147161,944.9482172,2105.314915,1567.917577,1931.13391,1837.918412,826.2197653,1818.002883
214,Cre04.g229948,35.96248651,25.11326345,10.23007736,27.54646799,42.18995415,39.87649041,26.57260707,40.20564305,43.85448952,26.89914735,23.46844111,82.91045935,33.00379291,46.32587966,67.60438817,31.298608,23.23290038,45.48062676,19.86659786,27.20657812,47.90892325,23.82413057,20.89850368,78.44011179,37.56192461,35.79259964,40.60330674,54.68966417,71.8378299,39.41441266,18.45294892,35.03017706,15.74644278,9.567640879,25.88306637,11.27135942,23.34934343,29.33199235,13.64764191,16.39441622,26.11661237,14.2144136,19.8286116,17.6887696,16.7960914,19.19041755,30.8714751,15.47630616
215,Cre04.g231124,74.5860224,186.456786,85.14338223,66.62701295,49.9407786,86.31746793,41.38172827,47.96987732,51.98626786,35.59058196,33.52838459,79.5880526,36.33465968,34.93304707,76.96425324,40.56939831,31.0508399,64.68652994,58.58719735,46.0290025,63.30405058,44.93250878,45.86109556,81.55084876,56.68950307,101.8433675,41.6375632,72.61465,38.73743364,28.93484082,85.27345458,159.6031648,88.19261187,123.2057635,137.5328816,103.9939925,130.3697037,134.5240831,89.3916395,70.44582381,103.8482399,95.97552605,153.7971409,136.0128284,123.525716,97.9652381,83.61774107,181.5396035
216,Cre05.g233551,96.4031628,126.4040198,107.7230333,74.01706388,102.1523807,107.5481366,124.2400937,139.0065563,188.3165083,147.5908385,174.3581872,275.3684488,151.9360679,193.9995703,311.4616341,133.4667416,223.8366431,263.9119464,193.4855724,257.0258451,347.8240237,188.4903129,275.2584269,422.9870572,121.3648721,180.5429139,195.0547554,232.6899981,258.9758529,276.7203202,118.798027,219.3227747,178.8206377,110.9252018,233.6582812,180.7294782,140.0052862,247.6610502,206.8867697,82.94824522,172.547586,167.8184701,81.94023635,108.9994173,137.3983684,94.75119283,116.5298875,122.2537121
217,Cre05.g238250,124.2606724,164.7191256,181.1805903,213.107754,221.1915842,226.0670179,225.7276803,227.3246974,192.0117906,233.2495175,267.3608122,232.6387349,250.2671199,242.2284724,248.6167429,345.960002,343.5422532,273.0579531,415.8719094,365.6494145,277.1950447,407.8952941,457.8648751,342.4476923,822.3905399,1416.909252,1493.30055,840.3174856,503.4914447,769.8807272,658.9757895,824.2656948,1059.450225,468.7536059,587.6230294,729.7777783,409.4659388,533.1637323,664.3322819,298.3758496,430.9348423,423.2570458,406.5111339,397.8010666,433.8668403,192.563775,175.3661776,241.6014317
218,Cre05.g240650,6.141746444,2.464024831,0.116612814,0,6.442981226,2.769348613,5.572119719,0,7.091753531,7.7282947,6.501523487,10.24022251,7.044970555,9.315294474,20.3512116,15.46074312,9.298520023,9.10988582,15.96685638,10.48258932,12.42479435,14.39750449,10.57732596,9.970347516,28.39139491,35.33583175,32.74524683,33.24333206,36.28732274,31.03164739,12.15091539,13.11457943,0.923225322,11.3742193,4.069351461,6.269910957,0,0,7.475866284,0,6.12111382,15.59118736,0,0,5.953654153,1.39E-17,1.39E-17,1.39E-17
219,Cre05.g241636,24.69358872,17.42034484,19.42087018,50.64065262,34.78043916,44.4767704,46.14466188,29.51449909,42.93837653,34.20822708,30.195025,75.59699788,30.45369877,38.39443015,87.08780371,36.55505655,28.97933818,32.36200802,53.88963852,38.71351129,49.05918146,56.44902378,55.64901862,81.27809561,108.3256603,292.2922548,143.2792419,96.34310907,69.72491938,65.77323431,40.23455552,51.6730801,28.58558806,19.98908208,32.40506542,27.32963008,25.25718671,34.29903343,35.41960067,20.26241228,18.46658648,28.84206038,22.61980315,18.55226117,29.66474782,22.34507881,26.78491002,18.40143429
220,Cre05.g242600,79.19344903,105.5983109,75.23930957,139.3953862,166.6690108,141.709014,171.2260076,240.1369974,202.7432267,203.9713403,255.7938812,235.5042212,239.4505343,320.6774076,253.4763038,368.9810055,267.4877603,311.4722167,406.7322368,320.782391,342.2735908,453.9173293,334.4985916,382.3540383,287.591877,587.8719575,317.4487844,251.6355044,152.7636297,122.6863791,527.6538492,568.0926076,374.291295,455.5546366,498.8433847,332.3657246,377.4175256,529.4190938,252.6128806,164.1084861,331.9620605,189.0012626,101.7139955,197.7180888,147.254032,130.8676447,121.730512,161.076459
221,Cre05.g243000,17.99075265,16.01446405,5.256863182,47.18849564,48.32861534,53.77113903,67.06876847,107.9780286,105.3928605,113.0418799,111.3965489,187.8821226,174.9868781,197.5150789,252.2621686,149.7471992,219.2485746,202.2476783,167.0945266,289.3200538,275.2333196,217.2359034,322.2960846,391.513019,291.4951504,631.4567357,220.9576638,321.4778694,315.7150852,171.7617601,205.2649506,355.741298,81.57268537,133.9785916,292.7560728,81.14860984,133.2937017,169.1444679,50.33851795,25.9995963,58.31384773,36.68489855,74.72526826,39.02414627,35.55528709,16.03331825,21.65564794,25.25143824
222,Cre06.g249050,27.69387427,169.5348886,47.83429417,17.93481236,7.839775505,22.36493813,0,0,0.798580286,0.612417455,1.679154686,1.326099525,0,1.801890766,0,9.666040316,2.999524243,1.024206799,8.82257436,2.114367339,0,4.836536943,0,2.313200615,6.165151943,0.211133269,0.362473716,0.039696832,6.400256947,0.306632298,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,124.8217998,34.25049009,50.8886663,140.3769552,329.2698278,154.1471187,75.55785237,36.21782224,129.1750158
223,Cre06.g250950,348.2636545,399.1862198,161.7232458,287.715479,288.4093818,240.7945655,202.5176212,318.9359027,242.461769,196.9351615,235.0664983,222.8437328,204.5414657,258.0115958,171.2486198,130.7484103,93.41671547,113.261992,118.4518445,99.32419261,149.0527804,136.9270713,107.8155887,156.5506812,200.3119737,202.1535839,85.83290592,281.7465175,228.0725321,144.5565343,423.4189637,491.7621479,175.2781184,483.093637,459.0741755,184.5765103,563.3176582,512.9718184,160.595822,371.8859625,435.2226251,196.8637458,437.7844837,402.5818251,209.4773847,296.8519089,349.6154002,377.3908623
224,Cre06.g254650,21.54232443,44.83260724,20.91610949,18.51109304,16.931468,24.16398604,13.7450935,17.2992069,19.69999681,18.89115709,18.01296307,29.97136033,23.46044421,23.04766033,36.79221749,34.97430418,33.30927662,15.19665265,21.87811259,19.88160148,25.8798622,27.76353773,19.27493936,36.14881758,21.54733228,22.316091,24.30237709,19.40176578,40.13935528,17.54572129,20.2277379,16.51099734,6.876316756,17.29722638,17.08569487,6.984367239,17.51502174,21.59802877,9.304705522,17.38975047,16.31954075,16.11506259,22.60089115,24.20394529,28.66888076,22.39613099,25.79018953,31.0706829
225,Cre06.g264400,435.8446985,557.7309621,458.6003139,517.7894882,456.5738315,618.9853966,470.6933699,461.3661534,563.5928336,448.0351369,461.5009287,591.610557,480.8523044,433.6436344,604.4626661,455.8487551,571.9853951,561.2468001,401.4995739,586.0511088,572.6762677,483.4782388,587.9145801,606.432334,733.2663172,1113.358057,621.0694185,740.7087906,745.179645,584.5246364,423.0647368,664.9526487,352.7939981,508.1267413,733.0747545,474.9625359,550.5793663,659.2998575,402.2060273,436.5127637,607.8591106,502.9228487,670.7067627,539.3959653,527.7393791,507.4307369,478.5752824,654.8633576
226,Cre06.g266850,268.3735495,283.4605052,233.694605,216.0827998,214.8246705,284.5501186,254.1916034,260.1194171,314.24894,277.197938,280.3700211,325.1766956,261.5549707,247.2650994,325.9598392,226.1177375,269.3890506,301.3437152,238.1969141,296.7014784,333.4411492,237.3982673,259.3211905,340.1163938,63.34532006,95.26737245,60.77484237,95.26964849,61.68967748,72.39950683,147.2004311,208.2740427,128.0394386,139.7401556,217.4694882,150.9737365,245.1320964,327.3968906,155.530221,296.4924951,356.1660335,299.37955,178.1035346,379.4882988,231.247574,252.0780807,244.4252307,231.8355451
227,Cre06.g266950,46.21588856,210.6729875,140.2482948,142.089735,99.20687056,139.0240076,112.4484629,84.59820976,109.7902826,98.77198635,75.02169438,100.9873708,91.25842737,94.5095879,92.8032734,50.81936587,55.20755741,50.56678277,55.21325403,59.53655652,54.79079558,62.25612518,62.92044396,49.48345464,145.8659943,298.5313379,287.1638008,108.5656289,254.7441524,283.9220756,25.50980344,39.61578831,35.92433477,13.05214119,26.53922785,19.81949681,23.36907924,20.55787977,14.7897896,24.07033435,45.48096959,42.21791264,172.7040094,91.09608212,169.0157413,211.6427029,135.1911793,249.3809311
